"MIP","STDIP","EKIP","SIP","MC","STDC","EKC","SC","TARGET"
"82.140625","37.99069261",".374417636","2.13212534","1.22909699","10.30971988","15.34639426","323.4298606","0"
"70.8828125","41.35547521","1.667338589","4.096050525","3.737458194","24.97697203","7.24159125","54.59931547","1"
"82.875","37.91952828",".484613524","2.091132265","2.676421405","15.09999488","8.268181704","91.1974949","0"
"72.8984375","33.10962847","2.619937523","10.45170371","5.538461538","29.14683205","6.137965398","39.54969006","1"
"81.96875","40.35640777",".762235361","1.876498648","1.810200669","15.06546238","10.71296413","131.9510435","0"
"82.203125","44.42257298",".529620858",".633961756","2.43812709","14.09257559","8.907698488","110.5752146","0"
"82.859375","34.62336061",".840102835","3.258133863","2.120401338","14.35370969","9.531937468","116.9963273","0"
"73.984375","37.10521029","2.376438269","9.123434695","9.043478261","38.01838733","4.782036575","22.81484998","1"
"82.203125","38.00027948",".523782636","2.025181614","7.913043478","31.79834239","4.21557245","17.91104059","0"
"73.984375","36.52053882","1.564606015","5.44133577","22.13545151","55.67129143","2.36442332","4.150410047","1"
"75.171875","42.48641499","1.80484713","3.566891849","31.56020067","64.44251973","1.89372216","2.244264134","1"
"75.1015625","35.11918098","2.198113989","8.981400545","20.89464883","54.02381432","2.580942125","5.568507205","1"
"71.5","54.94741805","1.771012709","2.65133641","33.94899666","65.00634063","1.865206671","2.211822965","1"
"75.5","47.71562899","1.76685161","3.40732993","13.19063545","42.67672812","3.817963177","14.92776886","1"
"72.734375","38.52809129","2.195396957","6.201500447","62.4632107","77.51439278",".913483452","-.483853847","1"
"81.5390625","38.68904527",".860457336","2.079828901","2.158026756","19.92756811","10.07677028","104.7451611","0"
"76.203125","34.00238029","2.728196286","11.58263469","9.819397993","37.3220078","4.36065288","19.96643129","1"
"75.1484375","32.65374448","1.827778633","8.703206085","8.474916388","33.74887893","4.537529421","20.98387016","1"
"71.3984375","40.67906784","2.262237471","6.299382891","31.65551839","64.225903","1.965983617","2.714476897","1"
"81.671875","75.28903777","1.017915279","-.624377062","133.0744147","65.39756458","-.683237659","-.32945402","0"
"76.3046875","40.31759824","1.586844849","5.187632711","9.080267559","35.21216504","4.561970169","21.33031538","1"
"76.1171875","35.04230058","1.554362622","6.395422289","3.465719064","23.74138806","8.109397541","69.62443497","1"
"74.8515625","34.83534705","2.04966648","8.119674898","5.142140468","27.71320267","6.052581482","38.39563433","1"
"72.1875","44.78642896","1.304482718","1.868594118","51.72408027","77.90452172","1.173436443","-.14022268","1"
"75.53125","38.67067233","1.80386797","5.474289821","21.51839465","54.84521085","2.694580166","6.3625074","1"
"81.96875","39.96774823",".663712187","1.73722187","1.977424749","12.16567594","10.97705112","175.2048381","0"
"82.7890625","40.26506945",".740589489","1.871258295","1.757525084","13.74510196","10.70871092","142.0079002","0"
"71.4765625","36.95287642","1.637756192","5.393193613","13.47993311","46.38506238","3.515557748","11.37696003","1"
"73.5390625","40.74691368","2.112812213","6.641841987","63.80100334","82.60621337",".928496758","-.63564034","1"
"72.421875","65.80185804","1.281297543",".322215442","40.99080268","65.26929614","1.594013226","1.329665473","1"
"73.4296875","35.64510038","1.891876111","8.195140975","5.614548495","31.35826139","6.01544618","36.39483966","1"
"72.3984375","31.99104851","2.675793254","11.95903647","17.67391304","50.81199219","3.161199739","9.063753073","1"
"82.453125","37.06030967",".664891585","2.651056225","3.967391304","21.81703578","6.282390593","44.14187136","0"
"72.5546875","43.58268159","1.195781848","2.473270911","6.727424749","34.66421753","5.413840112","29.12908212","1"
"81.6328125","38.82288933",".606775649","1.898487468",".89632107","11.50102307","15.46231231","273.1602382","0"
"76.21875","46.77571778","1.13390683","1.858365377","50.63545151","77.10642353","1.185710659","-.176323017","1"
"82.2265625","37.47003279",".817339716","2.478419494","4.815217391","27.13431479","6.026268593","37.43123663","0"
"81.890625","36.97618202",".693709918","2.344036911","1.347826087","15.15293564","11.9178094","149.50807","0"
"76.671875","50.07230855","1.797571445","3.100705383","1.289297659","11.07083845","16.43405227","314.1971868","1"
"72.0546875","37.43396448","1.649153423","5.55712166","12.61622074","42.82000171","3.663286652","13.10299744","1"
"76.984375","38.75181132","1.826030547","5.523773471","16.34698997","49.72199468","3.224441853","9.602500249","1"
"76.5625","34.82854208","1.676975263","6.162479347","49.52759197","75.23797301","1.114572564","-.362441344","1"
"71.4453125","36.57415596","1.744121889","6.695118921","13.02508361","44.70222219","3.485496868","11.09146294","1"
"75.953125","36.5371941","1.297816277","4.684747694","21.49665552","55.045261","2.390368408","4.292564197","1"
"70.984375","47.46281182","1.698129534","3.342902637","6.898829431","30.63443914","5.769658132","35.77648585","1"
"82.6875","32.3997854",".965973706","4.894901272","1.252508361","14.79734176","13.21024259","186.0701973","0"
"82.71875","38.49288439",".679536906","1.847097695","4.252508361","20.78685715","5.971775447","41.57768378","0"
"76.890625","43.79162919","1.390849204","2.472939287","5.550167224","29.8579131","6.281987155","40.44384599","1"
"77.4921875","36.01041431","1.873516582","6.508272461","8.030936455","37.25241407","5.081888401","25.68390631","1"
"82.9375","37.77332682",".87632305","2.656187089","2.509197324","14.56259982","9.140859596","114.8690583","0"
"74.2421875","35.31769787","2.193684838","9.04864641","38.51254181","77.83778912","1.600997903",".747279614","1"
"76.9140625","36.93618385","2.570964167","8.845907679","21.83946488","51.94259097","2.693119868","6.889208363","1"
"75.5703125","31.90383098","1.882443041","8.925853354","13.46070234","44.45868355","3.338827957","10.06191759","1"
"71.5859375","33.70518491","2.816973782","12.34781475","30.44481605","70.39489282","2.103614391","2.836092635","1"
"74.6328125","44.24114867",".996855022","1.839553111","32.30769231","62.66735967","1.903619852","2.378535032","1"
"81.6875","39.43066502",".67370361","1.808679303","11.7048495","48.10607715","3.877874894","13.0908179","0"
"82.7734375","45.41616845",".701465388","1.104580881","3.501672241","22.12598838","7.005293056","51.90616029","0"
"82.1640625","35.07665208",".953818457","4.238586499","15.2826087","45.35525396","2.930924615","7.414035254","0"
"81.84375","51.78462572",".821158839",".284266671","2.68729097","15.15430794","8.268090228","91.70117082","0"
"73.515625","30.01874008","2.679638322","12.54898853","6.85451505","34.94638375","5.515590222","30.32201694","1"
"71.671875","38.3169572","2.442415667","8.106835426","4.842809365","27.5691658","6.880068839","49.68101026","1"
"71.4140625","40.51900159","1.582277875","4.229061893","8.204849498","39.56497146","5.194352095","26.09292347","1"
"82.1328125","41.22790527",".918673173","2.130656645","2.679765886","19.33389831","9.388654032","96.74444889","0"
"82.28125","38.41568232",".681826858","1.993163682","9.280100334","36.92203625","4.172112145","17.22504605","0"
"75.5859375","34.38625437","2.02549836","8.652912976","3.765050167","21.89704893","7.048188633","55.87879143","1"
"82.7578125","37.50369692",".486929139","2.160988045","2.165551839","17.64380051","9.645783571","103.0009564","0"
"81.765625","37.87592498",".644123618","2.240567347","2.147993311","15.2303606","10.45035347","133.8993091","0"
"81.5234375","38.68037391",".688016919","2.134886293","1.821906355","13.13427777","10.97771452","155.5096693","0"
"76.96875","41.42876746","2.108866449","6.045174894","30.04264214","60.05531749","2.144710526","3.704627298","1"
"82.6484375","34.25834521",".611064591","3.874111053","2.439799331","14.35033082","9.172285111","111.884403","0"
"82.203125","40.78169001",".51811174","1.258839705","2.822742475","21.2281448","8.302884032","72.08801322","0"
"82.0703125","38.53026075",".860951268","2.396808662",".594481605","9.956608349","20.70269644","469.6927063","0"
"75.2734375","37.58505247","2.059460342","8.129109513","25.41053512","61.75218455","2.369785715","4.301688043","1"
"82.7109375","38.19238969",".647294228","2.00773855","1.349498328","11.11380434","14.01427039","259.6659458","0"
"76.265625","43.46361344","1.894294986","4.563727142","4.655518395","26.16049118","6.785014401","48.36674396","1"
"70.90625","40.10093466","1.85835033","6.236208764","28.2909699","63.04153182","2.122816162","3.142798023","1"
"72.2109375","34.21545985","1.712771666","7.033579384","14.20150502","45.39485294","3.140701444","8.531172145","1"
"81.7265625","33.85324828","1.034061076","4.622522245","2.110367893","18.4704734","9.807999217","103.3758312","0"
"81.6640625","35.21236407",".99808516","3.460431499","2.091137124","14.60909445","9.628882739","115.6147297","0"
"82.5390625","39.25953354",".602729258","1.934605388","2.45819398","19.8230658","8.638218698","78.17061657","0"
"81.875","38.41610177",".739547525","2.152050499","1.12458194","13.01698265","13.55699642","204.2719913","0"
"74.109375","40.59310948","1.696825468","5.157732788","12.1764214","43.951381","3.92744644","14.74880851","1"
"82.0703125","34.79407807","1.51109025","5.921365217","4.902173913","24.85054918","5.792550381","36.6815458","0"
"75.8125","46.96720099","1.623910841","3.116579971","134.4874582","86.85156682","-.405338234","-1.333759605","1"
"82.796875","39.4454448",".649252493","1.845585937","3.065217391","22.96119514","7.924278481","64.47609588","0"
"75.4375","38.48330604","1.624541213","5.284175857","5.531772575","31.36855828","6.17166674","38.35373117","1"
"72.65625","34.34781596","2.81900457","11.73185348","7.4590301","33.43391866","5.142988304","27.54852764","1"
"76.046875","35.90022183","1.690227856","5.954116332","4.638795987","29.66484975","6.654852618","44.1848469","1"
"82.7109375","34.65773551",".95021601","3.67037603","3.745819398","24.06555861","6.953428456","50.34433296","0"
"82.4609375","38.84241044",".743093866","2.161285284","6.088628763","31.54362861","5.483001693","30.11034444","0"
"75.6796875","44.5385952","1.663576958","3.656040386","64.81354515","82.02374147",".94238102","-.561960661","1"
"72.671875","39.71403825","1.736562187","5.300701134","20.54765886","59.07871488","2.757302468","6.050100986","1"
"71.703125","40.93771171","2.19313368","6.936617628","22.97157191","50.99425367","2.68847042","6.795146855","1"
"82.765625","39.55899162",".706494344","1.654302273","2.558528428","14.90860964","8.226176559","91.95719284","0"
"82.1953125","37.85809412",".599192461","2.257241506","1.071906355","13.71343774","14.87489854","240.7074191","0"
"81.890625","41.62823455",".662481119","1.41577733","5.295150502","28.31176192","5.714771823","33.37030043","0"
"77.0234375","44.50675244","1.268602281","2.605826138","7.808528428","36.83023007","5.181513792","26.51027772","1"
"82.4140625","45.6223505",".935795508","1.628559848","3.265886288","22.81339614","7.496910964","58.48108269","0"
"81.8125","41.53645801",".99182166","2.415740588","3.163879599","19.32350622","8.006279316","73.05898","0"
"71.78125","30.01898813","2.776655756","13.22299011","20.20986622","52.92752604","2.772906057","6.809021685","1"
"71.5546875","39.39797119","1.800950705","5.818561928","4.835284281","26.45508832","6.291798542","42.25289482","1"
"76.6171875","38.16004969","1.72805597","5.587436324","13.74080268","47.20351626","3.643666489","12.48082938","1"
"82.890625","46.99604943","1.47080736","2.687552353","137.8494983","98.27787592","-.437687121","-1.54997588","0"
"82.6015625","39.44128148",".854566709","1.902458043","2.253344482","13.78460184","9.518910028","122.6763577","0"
"81.6640625","39.63294032",".532178576","1.740904249","5.191471572","29.50215616","6.447181986","42.92168272","0"
"81.734375","32.43803814",".95697453","5.304463839","1.365384615","13.11166752","13.37530421","208.2016886","0"
"82.4453125","32.35371129",".8110963","5.205232098","5.847826087","31.33693666","5.601889082","31.16768266","0"
"81.890625","38.96718058",".649335994","1.752516866","1.558528428","12.08902675","12.16227578","197.5566758","0"
"81.921875","37.20899786",".877330217","2.686085735","2.172240803","12.80861562","10.19348194","149.8744006","0"
"77.4609375","40.54220454","2.135287566","5.697781332","1.044314381","11.21225184","18.34357426","375.3974277","1"
"71.1953125","29.1687061","2.969223144","15.0879771","11.08361204","43.12914842","3.907151901","14.36515482","1"
"76.5078125","55.00269824","1.77634624","2.583850808","112.0978261","98.19647714","-.133006897","-1.826204713","1"
"82.1015625","35.70929497",".88535499","3.197784573","1.036789298","12.57573649","14.10579322","220.7789652","0"
"74.4765625","40.71028833","1.41764242","4.449731236","33.63294314","71.46043332","1.814685721","1.601792036","1"
"82.9375","40.4576843",".820696798","1.808257825","1.484949833","12.52705197","12.96656253","208.6461952","0"
"74.75","35.62719292","1.940598346","7.212272329","20.44648829","57.34162116","2.659362214","5.527675903","1"
"77.0703125","39.00063773","1.884420819","6.372177552","38.51755853","65.74105883","1.589513212","1.285345583","1"
"82.4921875","43.58540397",".780694281","1.436948617","1.056856187","9.730659309","17.60390076","405.6004042","0"
"82.1640625","41.33131707",".674340851","1.733697432","2.081103679","13.34502065","10.11340172","137.8719478","0"
"82.4140625","38.88756375",".741045449","1.911145724","1.081103679","10.19283689","16.89328623","358.6521455","0"
"82.5","38.45370593",".784738299","2.582399207","2.867056856","20.91146055","8.043188317","68.19100574","0"
"82.28125","35.53078276",".930309712","3.747372695","6.218227425","26.93904991","5.034440575","27.68155489","0"
"81.9765625","31.65326426","1.11477423","5.801512702","2.49916388","18.90618891","9.420493152","96.98681378","0"
"82.703125","40.34119316",".617555579","1.605611873","2.119565217","16.5579933","10.3509346","121.3305939","0"
"82.921875","41.43191127",".628831854","1.208948762","2.595317726","17.29316696","8.294748875","78.61933451","0"
"82.2734375","48.08288983","1.340455735","2.207161722","55.45317726","88.73130487","1.083451295","-.678719538","0"
"82.7109375","34.24022496",".900031545","4.039792081","3.095317726","16.19403493","7.614451157","77.55918292","0"
"81.71875","42.62077279","1.053642937","2.167798853","3.02090301","20.88506686","7.624971518","62.38173527","0"
"74.8515625","40.67421823","2.386679041","7.828106505","33.18227425","65.2966876","1.996087475","2.830099501","1"
"82.0546875","42.69025588",".491858538",".66745062","1.081939799","12.48021745","15.14851203","264.2055586","0"
"81.796875","35.25672794",".853786876","3.525304918","2.651337793","17.49533162","8.748066077","89.28288357","0"
"81.7109375","37.31059508",".890628744","2.498071573",".971571906","10.804551","16.12443437","311.1461186","0"
"82.0390625","38.57083628",".489925936","2.090136526","3.311036789","22.23495497","7.712265974","63.47705592","0"
"81.953125","34.3622384","1.066992221","3.944252331","1.912207358","13.36432448","10.2495469","139.2167399","0"
"82.2734375","43.42013409",".707379342","1.348481743","2.514214047","17.59258258","9.580428874","104.4174163","0"
"81.78125","40.45308577",".946858853","2.283359105","3.675585284","22.46658848","7.19602178","57.11923449","0"
"81.765625","38.72266866",".649972887","2.058924398","2.682274247","15.52167716","8.576074537","94.89437757","0"
"82.234375","36.1292135",".89089671","2.863593784","9.016722408","35.90753251","4.267812218","18.32350327","0"
"81.59375","33.22847929","1.032820877","4.629568703","2.355351171","15.38056737","9.459667974","110.8744791","0"
"82.3828125","42.33628783",".482277736",".898147488","1.894648829","18.53931747","10.15296254","105.5871859","0"
"82.9375","42.15721135",".529088626","1.319137513","1.715719064","12.34358134","11.71209581","183.0370127","0"
"82.5390625","37.93928174",".453774337","2.333955578",".731605351","12.77640375","17.7752515","319.8249951","0"
"82.6796875","33.72404872","1.003342741","4.17609841","2.525083612","16.97519949","8.444140241","83.34299193","0"
"74.484375","38.73245255","1.442538553","4.753955877","5.420568562","29.3469252","5.828484084","34.52274251","1"
"82.2421875","44.01273716",".723780781",".994462905","2.365384615","16.68053476","9.592830275","106.3208817","0"
"82.828125","38.94970904",".599645123","2.00143602","1.909698997","13.64713721","10.07680217","131.0778182","0"
